date,CLOSE,buyin
2017-08-31,19.03586275,0
2017-09-01,18.73222322,0
2017-09-04,18.91907831,0
2017-09-05,19.2927885,0
2017-09-06,18.83732921,0
2017-09-07,18.52785046,0
2017-09-08,18.30012081,0
2017-09-11,18.70302711,0
2017-09-12,18.45194058,0
2017-09-13,18.65631334,0
2017-09-14,18.56872501,0
2017-09-15,18.41106603,0
2017-09-18,18.726384,0
2017-09-19,18.73806244,0
2017-09-20,18.87820376,0
2017-09-21,19.32782383,0
2017-09-22,19.78912235,0
2017-09-25,18.98914897,0
2017-09-26,18.68550945,0
2017-09-27,19.16432563,0
2017-09-28,19.75408702,0
2017-09-29,20.30881308,0
2017-10-09,20.16283254,0
2017-10-10,20.79346848,0
2017-10-11,20.20370709,0
2017-10-12,19.66649869,0
2017-10-13,20.78762926,0
2017-10-16,19.911746,0
2017-10-17,20.3964014,0
2017-10-18,21.34235532,0
2017-10-19,20.26209931,0
2017-10-20,20.13947565,0
2017-10-23,20.21538553,0
2017-10-24,19.44460827,0
2017-10-25,19.95845978,0
2017-10-26,20.43727596,0
2017-10-27,20.15115409,0
2017-10-30,19.211039399999997,0
2017-10-31,19.47380438,0
2017-11-01,19.53219659,0
2017-11-02,19.46212593,0
2017-11-03,19.56723192,0
2017-11-06,20.11611876,0
2017-11-07,20.26209931,0
2017-11-08,20.46647206,0
2017-11-09,20.501507399999998,0
2017-11-10,20.41391907,0
2017-11-13,20.77011159,0
2017-11-14,20.85769992,0
2017-11-15,20.52486428,0
2017-11-16,21.02119813,0
2017-11-17,21.19637478,0
2017-11-20,19.99933433,0
2017-11-21,19.37453761,0
2017-11-22,19.52635737,0
2017-11-23,19.50300048,0
2017-11-24,19.35701994,0
2017-11-27,19.12345107,0
2017-11-28,19.22855706,0
2017-11-29,19.54971426,0
2017-11-30,19.26943162,0
2017-12-01,19.479643600000003,0
2017-12-04,19.47380438,0
2017-12-05,19.15264718,0
2017-12-06,19.43876905,0
2017-12-07,19.67233791,0
2017-12-08,20.14531487,0
2017-12-11,19.88254989,0
2017-12-12,19.90006756,0
2017-12-13,19.87087145,0
2017-12-14,19.78912235,0
2017-12-15,19.67817714,0
2017-12-18,19.57307114,0
2017-12-19,19.73656935,0
2017-12-20,19.5613927,0
2017-12-21,19.54387504,0
2017-12-22,19.49716126,0
2017-12-25,19.28111006,0
2017-12-26,19.28111006,0
2017-12-27,19.26359239,0
2017-12-28,19.25775317,0
2017-12-29,19.19936096,0
2018-01-02,19.19936096,0
2018-01-03,19.158486399999997,0
2018-01-04,19.14680796,0
2018-01-05,19.17600407,0
2018-01-08,19.38621605,0
2018-01-09,19.50300048,0
2018-01-10,19.74240857,0
2018-01-11,19.26943162,0
2018-01-12,19.46796515,0
2018-01-15,19.28111006,0
2018-01-16,19.76576546,0
2018-01-17,20.29129541,0
2018-01-18,20.17451098,0
2018-01-19,20.77595082,0
2018-01-22,20.65916638,0
2018-01-23,20.55406039,0
2018-01-24,20.75843315,0
2018-01-25,20.43727596,0
2018-01-26,20.82850381,0
2018-01-29,20.75259393,0
2018-01-30,21.85620683,0
2018-01-31,21.85620683,0
2018-02-01,21.31315921,0
2018-02-02,21.24308855,0
2018-02-05,21.0153589,0
2018-02-06,20.38472296,0
2018-02-07,20.08108343,0
2018-02-08,20.08108343,0
2018-02-09,20.02853044,0
2018-02-12,20.09276188,0
2018-02-13,20.07524421,0
2018-02-14,20.67084482,0
2018-02-22,20.36136607,0
2018-02-23,20.02269122,0
2018-02-26,20.50734662,0
2018-02-27,20.35552685,0
2018-02-28,20.02853044,0
2018-03-01,20.08108343,0
2018-03-02,19.77160468,0
2018-03-05,19.964299,0
2018-03-06,20.56573883,0
2018-03-07,20.50734662,0
2018-03-08,20.20370709,0
2018-03-09,20.95696669,0
2018-03-12,21.4182652,0
2018-03-13,21.19637478,0
2018-03-14,21.19053556,0
2018-03-15,20.91025291,0
2018-03-16,20.84602148,0
2018-03-19,20.86353914,0
2018-03-20,20.39056218,0
2018-03-21,20.38472296,0
2018-03-22,21.66351251,0
2018-03-23,21.45913975,0
2018-03-26,21.96131282,0
2018-03-27,22.18904247,0
2018-03-28,21.97299126,0
2018-03-29,21.88540294,0
2018-03-30,22.60362721,0
2018-04-02,22.11313258,0
2018-04-03,23.58461645,0
2018-04-04,23.35688681,0
2018-04-09,23.06492572,0
2018-04-10,22.59778799,0
2018-04-11,22.27079157,0
2018-04-12,22.43428978,0
2018-04-13,22.42845056,0
2018-04-16,23.35104759,0
2018-04-17,22.85471374,0
2018-04-18,22.39925445,0
2018-04-19,22.76128619,0
2018-04-20,22.49852122,0
2018-04-23,22.38173678,0
2018-04-24,22.93646284,0
2018-04-25,22.59778799,0
2018-04-26,22.29414846,0
2018-04-27,22.37589756,0
2018-05-02,22.28247001,0
2018-05-03,22.27663079,0
2018-05-04,22.36421912,0
2018-05-07,22.64450176,0
2018-05-08,22.59778799,0
2018-05-09,22.387576,0
2018-05-10,21.9554736,0
2018-05-11,21.89708138,0
2018-05-14,21.98466971,0
2018-05-15,22.13648947,0
2018-05-16,22.18320325,0
2018-05-17,21.96131282,0
2018-05-18,21.9554736,0
2018-05-21,21.93795593,0
2018-05-22,21.98466971,0
2018-05-23,22.10145414,0
2018-05-24,21.9554736,0
2018-05-25,22.10145414,0
2018-05-28,23.07076494,0
2018-05-29,23.41527902,0
2018-05-30,22.93062362,0
2018-05-31,24.33787605,0
2018-06-01,23.4619928,0
2018-06-04,22.94814129,0
2018-06-05,22.80216075,0
2018-06-06,22.70289398,0
2018-06-07,22.53355655,0
2018-06-08,22.18904247,0
2018-06-11,22.86055296,0
2018-06-12,22.18904247,0
2018-06-13,22.12481103,0
2018-06-14,22.15400714,0
2018-06-15,21.86788527,0
2018-06-19,20.50734662,0
2018-06-20,20.33216997,0
2018-06-21,20.367205300000002,0
2018-06-22,20.72339782,0
2018-06-25,20.96280591,0
2018-06-26,20.95696669,0
2018-06-27,20.96280591,0
2018-06-28,20.87521758,0
2018-06-29,22.18904247,0
2018-07-02,21.87956372,0
2018-07-03,22.10729336,0
2018-07-04,21.79197539,0
2018-07-05,21.6051203,0
2018-07-06,22.45764667,0
2018-07-09,22.5744311,0
2018-07-10,22.64450176,0
2018-07-11,22.19488169,0
2018-07-12,22.59778799,0
2018-07-13,22.41093289,0
2018-07-16,21.86788527,0
2018-07-17,21.75110084,0
2018-07-18,21.74526162,0
2018-07-19,21.83868916,0
2018-07-20,22.01386582,0
2018-07-23,21.45913975,0
2018-07-24,21.36571221,0
2018-07-25,21.6051203,0
2018-07-26,21.65767329,0
2018-07-27,21.6868694,0
2018-07-30,21.65183407,0
2018-07-31,21.90875983,0
2018-08-01,21.66351251,0
2018-08-02,21.53504964,0
2018-08-03,21.91459905,0
2018-08-06,21.96131282,0
2018-08-07,21.99634815,0
2018-08-08,21.6051203,0
2018-08-09,22.07809725,0
2018-08-10,21.91459905,0
2018-08-13,21.90875983,0
2018-08-14,22.01970504,0
2018-08-15,21.72190473,0
2018-08-16,21.56424574,0
2018-08-17,21.57008497,0
2018-08-20,21.70438707,0
2018-08-21,21.93795593,0
2018-08-22,21.94379516,0
2018-08-23,21.78613617,0
2018-08-24,21.9554736,0
2018-08-27,21.92043827,0
2018-08-28,21.78029695,0
2018-08-29,21.73358317,0
2018-08-30,21.54672808,0
2018-08-31,21.54088886,0
2018-09-03,21.64599485,0
2018-09-04,21.85036761,0
2018-09-05,21.86204605,0
2018-09-06,21.94963438,0
2018-09-07,22.037222699999997,0
2018-09-10,21.86788527,0
2018-09-11,22.02554426,0
2018-09-12,22.14232869,0
2018-09-13,22.27079157,0
2018-09-14,22.08393648,0
2018-09-17,22.12481103,0
2018-09-18,22.17736402,0
2018-09-19,22.440129000000002,0
2018-09-20,22.73792931,0
2018-09-21,22.77296464,0
2018-09-25,22.49852122,0
2018-09-26,22.52771733,0
2018-09-27,22.52771733,0
2018-09-28,22.87223141,0
2018-10-08,22.59778799,0
2018-10-09,22.53939577,0
2018-10-10,22.58027032,0
2018-10-11,22.21823858,0
2018-10-12,22.13065025,0
2018-10-15,21.99634815,0
2018-10-16,21.77445773,0
2018-10-17,22.18320325,0
2018-10-18,22.05474037,0
2018-10-19,22.15984636,0
2018-10-22,23.21090626,0
2018-10-23,22.69121553,0
2018-10-24,22.74376853,0
2018-10-25,22.94814129,0
2018-10-26,23.03572961,0
2018-10-29,22.91894518,0
2018-10-30,23.09412183,0
2018-10-31,23.32185148,0
2018-11-01,23.13499638,0
2018-11-02,23.55542035,0
2018-11-05,23.57293801,0
2018-11-06,23.28097693,0
2018-11-07,23.193388600000002,0
2018-11-08,23.06492572,0
2018-11-09,23.12915716,0
2018-11-12,23.33352992,0
2018-11-13,24.37875061,0
2018-11-14,23.92913053,0
2018-11-15,25.24295542,0
2018-11-16,26.66188629,0
2018-11-19,28.58882945,0
2018-11-20,28.8983082,0
2018-11-21,27.91147973,0
2018-11-22,26.96552582,0
2018-11-23,26.86041983,0
2018-11-26,26.5567803,0
2018-11-27,26.81370605,0
2018-11-28,26.83706294,0
2018-11-29,26.44583509,0
2018-11-30,26.54510186,0
2018-12-03,27.14654169,0
2018-12-04,26.74363539,0
2018-12-05,26.62685096,0
2018-12-06,26.57429796,0
2018-12-07,26.73195695,0
2018-12-10,25.57579105,0
2018-12-11,25.56995183,0
2018-12-12,25.61082638,0
2018-12-13,25.49404195,0
2018-12-14,25.39477518,0
2018-12-17,25.35390063,0
2018-12-18,23.92913053,0
2018-12-19,24.46633893,0
2018-12-20,24.5130527,0
2018-12-21,25.37725752,0
2018-12-24,25.37725752,0
2018-12-25,24.93347667,0
2018-12-26,24.52473115,0
2018-12-27,24.34371527,0
2018-12-28,25.33054374,0
2019-01-02,25.16704553,0
2019-01-03,24.99186888,0
2019-01-04,25.10865332,0
2019-01-07,25.04442188,0
2019-01-08,25.10865332,0
2019-01-09,25.38893596,0
2019-01-10,27.38594978,0
2019-01-11,28.63554323,0
2019-01-14,27.61951865,0
2019-01-15,27.66623242,0
2019-01-16,27.20493391,0
2019-01-17,26.91881205,0
2019-01-18,26.94800815,0
2019-01-21,26.63269018,0
2019-01-22,26.63269018,0
2019-01-23,26.5567803,0
2019-01-24,26.58597641,0
2019-01-25,26.74363539,0
2019-01-28,27.33339679,0
2019-01-29,26.79034917,0
2019-01-30,26.25897999,0
2019-01-31,26.40496054,0
2019-02-01,27.444342,0
2019-02-11,27.06479259,0
2019-02-12,27.05895337,0
2019-02-13,27.29836146,0
2019-02-14,27.24580846,0
2019-02-15,27.24580846,0
2019-02-18,27.07063181,0
2019-02-19,26.86041983,0
2019-02-20,26.8253845,0
2019-02-21,26.67356473,0
2019-02-22,26.62685096,0
2019-02-25,27.31587912,0
2019-02-26,28.28518992,0
2019-02-27,28.29102915,0
2019-02-28,28.26183304,0
2019-03-01,29.59317558,0
2019-03-04,29.25450073,0
2019-03-05,28.66473933,0
2019-03-06,29.25450073,0
2019-03-07,29.82090523,0
2019-03-08,28.72897077,0
2019-03-11,30.83109059,0
2019-03-12,31.26319299,0
2019-03-13,31.54931485,0
2019-03-14,32.40768045,0
2019-03-15,32.1799508,0
2019-03-18,32.41935889,0
2019-03-19,31.53179719,0
2019-03-20,31.82375827,0
2019-03-21,32.29089601,0
2019-03-22,32.41351967,0
2019-03-25,32.75803375,0
2019-03-26,35.32729129999999,0
2019-03-27,36.997308700000005,0
2019-03-28,37.22503835,0
2019-03-29,37.82647818,0
2019-04-01,39.29212283,0
2019-04-02,39.05271474,0
2019-04-03,39.53153092,0
2019-04-04,40.58259083,0
2019-04-08,39.05271474,0
2019-04-09,40.24975519,0
2019-04-10,39.45562104,0
2019-04-11,39.85852734,0
2019-04-12,42.04239625,0
2019-04-15,41.22490521,0
2019-04-16,39.81765278,0
2019-04-17,41.64532918,0
2019-04-18,39.73590368,0
2019-04-19,41.68036451,0
2019-04-22,40.02786477,0
2019-04-23,40.20888064,0
2019-04-24,39.13446385,0
2019-04-25,37.94910184,0
2019-04-26,36.32579821,0
2019-04-29,32.69380231,0
2019-04-30,31.46172653,0
2019-05-06,30.65591393,0
2019-05-07,30.93035735,0
2019-05-08,31.52595797,0
2019-05-09,31.96973882,0
2019-05-10,32.40184122,0
2019-05-13,32.95072806,0
2019-05-14,32.99160262,0
2019-05-15,33.65727389,0
2019-05-16,34.4397296,0
2019-05-17,33.87916431,0
2019-05-20,36.15646078,0
2019-05-21,39.38555038,0
2019-05-22,40.10377465,0
2019-05-23,39.29796205,0
2019-05-24,40.22055908,0
2019-05-27,39.58992314,0
2019-05-28,40.19793395,0
2019-05-29,44.21473717,0
2019-05-30,44.87257591,0
2019-05-31,45.82943226,0
2019-06-03,45.25133155,0
2019-06-04,44.60346006,0
2019-06-05,43.65657096,0
2019-06-06,43.81604702,0
2019-06-10,42.8093544,0
2019-06-11,42.6598456,0
2019-06-12,43.69643998,0
2019-06-13,45.44070937,0
2019-06-14,45.82943226,0
2019-06-17,48.34118018,0
2019-06-18,46.43743473,0
2019-06-19,48.79967384,0
2019-06-20,49.218298499999996,0
2019-06-21,44.40411499,0
2019-06-24,39.96868712,0
2019-06-25,38.81248569,0
2019-06-26,40.34744275,0
2019-06-27,40.79596917,0
2019-06-28,39.520160700000005,0
2019-07-01,39.21117584,0
2019-07-02,38.67294414,0
2019-07-03,38.26428674,0
2019-07-04,37.22769236,0
2019-07-05,37.40710293,0
2019-07-08,36.96854377,0
2019-07-09,36.06152369,0
2019-07-10,36.49011559,0
2019-07-11,36.59975538,0
2019-07-12,36.18113073,0
2019-07-15,35.71266981,0
2019-07-16,35.72263706,0
2019-07-17,35.07476558,0
2019-07-18,34.43686134,0
2019-07-19,33.88866239,0
2019-07-22,32.79226449,0
2019-07-23,34.53653388,0
2019-07-24,34.28735254,0
2019-07-25,33.98833493,0
2019-07-26,33.779022600000005,0
2019-07-29,33.02151132,0
2019-07-30,33.75908809,0
2019-07-31,33.95843317,0
2019-08-01,33.68931732,0
2019-08-02,33.19095464,0
2019-08-05,32.97167506,0
2019-08-06,31.76563737,0
2019-08-07,31.69586659,0
2019-08-08,31.7357356,0
2019-08-09,34.90532226,0
2019-08-12,34.93522402,0
2019-08-13,34.57640289,0
2019-08-14,34.5963374,0
2019-08-15,35.27411065,0
2019-08-16,34.28735254,0
2019-08-19,34.06807296,0
2019-08-20,32.9417733,0
2019-08-21,33.13115111,0
2019-08-22,33.74912084,0
2019-08-23,33.74912084,0
2019-08-26,33.29062717,0
2019-08-27,34.317254299999995,0
2019-08-28,34.51659937,0
2019-08-29,34.50663212,0
2019-08-30,33.29062717,0
2019-09-02,34.57640289,0
2019-09-03,35.25417614,0
2019-09-04,35.02492931,0
2019-09-05,34.68604268,0
2019-09-06,35.0049948,0
2019-09-09,34.78571522,0
2019-09-10,34.53653388,0
2019-09-11,34.29731979,0
2019-09-12,34.89535501,0
2019-09-16,35.61299727,0
2019-09-17,35.38375044,0
2019-09-18,35.24420889,0
2019-09-19,34.69600994,0
2019-09-20,33.98833493,0
2019-09-23,32.92183879,0
2019-09-24,32.85206801,0
2019-09-25,32.09455674,0
2019-09-26,31.85534265,0
2019-09-27,31.82544089,0
2019-09-30,31.83540814,0
2019-10-08,32.28393456,0
2019-10-09,32.77232998,0
2019-10-10,32.403541600000004,0
2019-10-11,32.29390181,0
2019-10-14,32.48327963,0
2019-10-15,32.19422927,0
2019-10-16,31.63606307,0
2019-10-17,30.75894475,0
2019-10-18,29.78215389,0
2019-10-21,29.25388945,0
2019-10-22,30.87855179,0
2019-10-23,30.40012362,0
2019-10-24,30.32038559,0
2019-10-25,29.69244861,0
2019-10-28,29.60274332,0
2019-10-29,28.90503557,0
2019-10-30,28.46647641,0
2019-10-31,28.60601796,0
2019-11-01,28.35683662,0
2019-11-04,27.31027499,0
2019-11-05,27.26043872,0
2019-11-06,26.45309117,0
2019-11-07,26.46305843,0
2019-11-08,27.04115914,0
2019-11-11,26.21387709,0
2019-11-12,26.1042373,0
2019-11-13,26.1241718,0
2019-11-14,26.13413906,0
2019-11-15,25.91485948,0
2019-11-18,25.95472849,0
2019-11-19,26.4032549,0
2019-11-20,26.35341864,0
2019-11-21,26.04443377,0
2019-11-22,25.80521969,0
2019-11-25,25.11747918,0
2019-11-26,25.32679151,0
2019-11-27,25.51616933,0
2019-11-28,25.50620208,0
2019-11-29,25.5660056,0
2019-12-02,25.60587461,0
2019-12-03,25.70554715,0
2019-12-04,25.76535067,0
2019-12-05,25.845088699999998,0
2019-12-06,26.37335314,0
2019-12-09,26.24377885,0
2019-12-10,26.21387709,0
2019-12-11,27.27040597,0
2019-12-12,27.68903062,0
2019-12-13,27.6292271,0
2019-12-16,27.46975104,0
2019-12-17,28.48641092,0
2019-12-18,28.2970331,0
2019-12-19,28.21729507,0
2019-12-20,28.21729507,0
2019-12-23,27.40994752,0
2019-12-24,27.63919436,0
2019-12-25,27.38004576,0
2019-12-26,27.66909612,0
2019-12-27,27.41991478,0
2019-12-30,27.41991478,0
2019-12-31,27.29034048,0
2020-01-02,27.74883415,0
2020-01-03,28.15749155,0
2020-01-06,27.87840844,0
2020-01-07,28.01795,0
2020-01-08,27.39001302,0
2020-01-09,27.91827746,0
2020-01-10,27.71893239,0
2020-01-13,27.46975104,0
2020-01-14,27.758801399999996,0
2020-01-15,27.40994752,0
2020-01-16,27.43984928,0
2020-01-17,27.28037323,0
2020-01-20,27.29034048,0
2020-01-21,27.17073344,0
2020-01-22,26.72220702,0
2020-01-23,26.69230526,0
2020-02-03,24.02108128,0
2020-02-04,22.7054038,0
2020-02-05,23.07419219,0
2020-02-06,24.72875629,0
2020-02-07,25.715514399999996,0
2020-02-10,25.19721721,0
2020-02-11,25.16731545,0
2020-02-12,25.81518694,0
2020-02-13,25.157348199999998,0
2020-02-14,25.19721721,0
2020-02-17,25.44639855,0
2020-02-18,25.44639855,0
2020-02-19,25.10751193,0
2020-02-20,25.19721721,0
2020-02-21,25.53610384,0
2020-02-24,25.23708623,0
2020-02-25,25.83512145,0
2020-02-26,25.12744644,0
2020-02-27,25.10751193,0
2020-02-28,23.92140875,0
2020-03-02,24.26029537,0
2020-03-03,24.67892002,0
2020-03-04,24.69885453,0
2020-03-05,25.00783939,0
2020-03-06,24.73872355,0
2020-03-09,23.91144149,0
2020-03-10,24.10081931,0
2020-03-11,26.51289469,0
2020-03-12,28.10765528,0
2020-03-13,27.27040597,0
2020-03-16,26.48299293,0
2020-03-17,25.61584187,0
2020-03-18,25.75538342,0
2020-03-19,25.58594011,0
2020-03-20,26.31354962,0
2020-03-23,24.51944397,0
2020-03-24,24.60914925,0
2020-03-25,24.79852707,0
2020-03-26,25.53610384,0
2020-03-27,25.27695524,0
2020-03-30,24.91813411,0
2020-03-31,24.99787214,0
2020-04-01,24.71878904,0
2020-04-02,24.66895277,0
2020-04-03,25.72548166,0
2020-04-07,26.662403499999996,0
2020-04-08,26.97138836,0
2020-04-09,26.97138836,0
2020-04-10,26.46305843,0
2020-04-13,25.81518694,0
2020-04-14,25.83512145,0
2020-04-15,26.17400807,0
2020-04-16,26.17400807,0
2020-04-17,26.06436828,0
2020-04-20,26.67237075,0
2020-04-21,26.51289469,0
2020-04-22,26.89165033,0
2020-04-23,26.532829200000002,0
2020-04-24,26.87171583,0
2020-04-27,25.82515419,0
2020-04-28,24.66895277,0
2020-04-29,24.7486908,0
2020-04-30,24.99787214,0
2020-05-06,25.45636581,0
2020-05-07,25.11747918,0
2020-05-08,25.41649679,0
2020-05-11,26.95145386,0
2020-05-12,26.46305843,0
2020-05-13,26.86174857,0
2020-05-14,26.07433553,0
2020-05-15,26.662403499999996,0
2020-05-18,26.33348413,0
2020-05-19,26.45309117,0
2020-05-20,26.14410631,0
2020-05-21,25.66567814,0
2020-05-22,25.40652954,0
2020-05-25,25.306857,0
2020-05-26,26.11420455,0
2020-05-27,25.90489222,0
2020-05-28,25.96469574,0
2020-05-29,26.75210878,0
2020-06-01,27.17073344,0
2020-06-02,29.89179368,0
2020-06-03,30.12104051,0
2020-06-04,30.05126974,0
2020-06-05,30.09113875,0
2020-06-08,30.43999263,0
2020-06-09,30.94,0
2020-06-10,32.2,0
2020-06-11,33.57,0
2020-06-12,33.59,0
2020-06-15,31.9,0
2020-06-16,32.9,0
2020-06-17,33.17,0
2020-06-18,33.3,0
2020-06-19,35.43,0
2020-06-22,35.35,0
2020-06-23,35.81,0
